#Área,Política,Grupo,Programa,Descripción
#
# Áreas de gasto y Políticas, definidas en la Orden HAP/419/2014 y comunes a todas las EELL.
# Ver http://www.boe.es/diario_boe/txt.php?id=BOE-A-2014-2922
0,,,,Public debt
0,1,,,Public debt
1,,,,Basic public services
1,3,,,City security and mobility
1,5,,,Housing and urban planning
1,6,,,Community well-being
1,7,,,Environment
2,,,,Social protection and promotion activities
2,1,,,Pensions
2,2,,,Otras prestaciones económicas a favor de empleados
2,3,,,Social services and social promotion
2,4,,,Promoting employment
3,,,,Production of preferential public goods and services
3,1,,,Health
3,2,,,Education
3,3,,,Culture
3,4,,,Sport
4,,,,Economic activities
4,1,,,Agricultura ganadería y pesca
4,2,,,Industria y energía
4,3,,,"Commerce, tourism and small and medium-sized enterprises"
4,4,,,Public transport
4,5,,,Infrastructures
4,6,,,"Investigación, desarrollo e innovación"
4,9,,,Other economic initiatives
9,,,,General activities
9,1,,,Government bodies
9,2,,,General services
9,3,,,Financial and tax administration
9,4,,,Transfers to other public authorities
#
# Programas específicos de Torrelodones
0,1,1,0,Public debt
1,3,2,0,Safety and public order
1,3,3,0,Traffic management
1,3,5,0,Civil protection
1,3,6,0,Fire extinguishing service
1,5,0,0,General administration of housing and urban planning: investments
1,5,1,0,Urbanism
1,5,3,2,Paving public streets
1,5,3,3,Works and services in public goods
1,6,0,0,Sewerage
1,6,1,0,Home supply of drinking water
1,6,2,1,Waste collection
1,6,3,0,Road cleaning
1,6,5,0,Public lighting
1,6,9,0,Other community wellness services
1,7,0,0,General administration of the environment
1,7,1,0,Parks and gardens
1,7,2,0,Protection of the environment
2,2,1,0,Other economic transfers in favor of employees
2,3,1,0,Primary social care
2,4,1,0,Promotion of employment: social guarantee
3,1,1,0,Protection of public health
3,2,3,0,Operation of primary education centers
3,2,3,1,Children's school
3,2,6,0,Additional education services: adults
3,2,6,1,Additional education services: languages
3,3,2,1,Libraries
3,3,3,0,House of culture
3,3,4,0,Cultural promotion: music school
3,3,7,1,Youth
3,3,8,0,Popular festivals and celebrations
3,4,0,2,General sports administration: Torreforum
3,4,2,0,Sports facilities
4,3,0,0,General Administration of Tourism
4,3,3,1,Local development
4,4,1,0,Transportation
4,5,9,0,Other infrastructures
4,9,1,0,Media
9,1,2,0,Governing bodies
9,2,0,0,Secretariat
9,2,0,1,Computer services
9,2,0,2,General Administration
9,2,5,0,Attention to citizens
9,2,9,0,Contingencies and unclassified functions
9,3,1,0,Economic and fiscal policy - controlling
9,3,3,0,Heritage management
9,3,4,1,Treasury
9,4,1,0,Transfers to Autonomous Communities
9,4,2,0,Transfers to local entities
