#Año,Tipo,Presupuesto,Concepto,Descripción,Crédito
2013,I,P,11200,IMPTO SOBRE BIENES INMUEBLES. BIENES INMUEB DE NAT RÚSTICA,350
2013,I,P,11300,Impto. sobre Bienes Inmuebles de Naturaleza Urbana,9990000
2013,I,P,11400,Impto. sobre Bienes Inmuebles Características Especiales,3300
2013,I,P,11500,Impuesto sobre Vehículos de Tracción Mecánica,660000
2013,I,P,11600,Impuesto sobre incremento del valor de los terrenos,2700000
2013,I,P,13000,Impuesto sobre actividades económicas,1350000
2013,I,P,17100,RECARGO PROVINCIAL SOBRE I.A.E.,0
2013,I,P,29000,"Impuesto sobre Construcciones, Instalaciones y Obras",250000
2013,I,P,30001,Tasa servicio distribución agua urbanizaciones,53000
2013,I,P,30200,Tasas por recogida de basuras y residuos sólidos urbanos,709000
2013,I,P,30900,Tasas concesiones cementerio municipal,0
2013,I,P,31199,OTROS SERVICIOS ASISTENCIALES,0
2013,I,P,31300,TASAS ENSEÑANZAS ESPECIALES Y ACTIVIDADES,306940
2013,I,P,31302,"TASAS PADEL, TENIS, FRONTENIS Y SQUASH",40400
2013,I,P,31303,TASAS CENSIÓN CANCHAS,500
2013,I,P,31304,TASAS CUOTAS ABONO INSTALACIONES,100000
2013,I,P,31305,TASAS PISCINA CUBIERTA,0
2013,I,P,32100,Tasas por concesión de licencias urbanísticas,300000
2013,I,P,32200,Licencias de primera ocupación,50000
2013,I,P,32500,Tasa por expedición de documentos,9000
2013,I,P,32700,Licencias de apertura de establecimientos,25000
2013,I,P,32900,Tasa por apertura anual de piscinas de uso colectivo,14000
2013,I,P,33003,TASA POR VADOS Y RESERVAS EN LA VIA PUBLICA,1000
2013,I,P,33100,Tasa de entrada de vehículos,0
2013,I,P,33200,Tasa por utilizacion priv. o aprov. especial empresas sumin.,280000
2013,I,P,33400,Tasa por apertura de calas y zanjas,1000
2013,I,P,33500,Tasa por ocupación de la vía pública con terrazas,33000
2013,I,P,33600,Tasa por o.v.p. con suspensión temporal del tráfico rodado,5000
2013,I,P,33700,Tasa por aprovechamiento del vuelo (grúas),2000
2013,I,P,33800,Otros aprovechamientos especiales compensación Telefónica,100000
2013,I,P,33900,Otras tasas por ocupación de vía pública,15000
2013,I,P,33902,Tasas de retirada de vehículos (grúas),5000
2013,I,P,33903,Tasa por cesión de instalaciones en dominio público,25000
2013,I,P,33904,Tasas de o.v.p. con puestos y barracas,7000
2013,I,P,34200,Precios públicos. Escuela de Idiomas,310000
2013,I,P,34201,Precios públicos escuela infantil,280000
2013,I,P,34202,Precios públicos. Escuela de Música y Danza,306000
2013,I,P,34203,Precios públicos. Cursos y Actividades.,57000
2013,I,P,34300,Precios públicos por prestación de servicio en Deportes,149865
2013,I,P,34400,Precios públicos por asistencia a espectáculos,90000
2013,I,P,34900,Precios públicos por publicidad en Revista Municipal,50000
2013,I,P,34901,Precios públicos por casa de juventud,25000
2013,I,P,34902,Precios públicos por servicio de bodas,40000
2013,I,P,34903,Precios públicos libro de Torrelodones,100
2013,I,P,34904,Precios públicos por transporte escolar,58500
2013,I,P,34905,Precios públicos por gabinete psicológico,5000
2013,I,P,34906,Precios públicos talleres Servicios Sociales,0
2013,I,P,38000,REINTEGRO EJERCICIOS CERRADOS,0
2013,I,P,38900,REINTEGROS DE PRESUPUESTOS CERRADOS,5000
2013,I,P,39100,Multas por infracciones urbanísticas,10000
2013,I,P,39103,Sanciones medioambientales,25000
2013,I,P,39120,Multas por infracciones de la Ordenanza de Circulación.,120000
2013,I,P,39190,Otras multas y sanciones,20000
2013,I,P,39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA SIN REQUERIMI. PREVIO,30000
2013,I,P,39211,RECARGO DE APREMIO.,260000
2013,I,P,39300,INTERESES DE DEMORA,70000
2013,I,P,39800,Indemnizaciones de seguros de no vida,5000
2013,I,P,39901,Otros ingresos diversos,35000
2013,I,P,39902,Otros recargos. Costas.,100000
2013,I,P,39903,Otros ingresos. Recogida selectiva envases,80000
2013,I,P,39904,Otros ingresos. Fondo reposición arbolado,20000
2013,I,P,39905,OTROS INGRESOS DIVERDOS. RECOGIDAS RAEE,0
2013,I,P,42000,Participación en los tributos del Estado,4066000
2013,I,P,45000,Participación en los tributos de la Comunidad Autónoma,1134745
2013,I,P,45300,DE EMPRESAS PUBLICAS Y OTROS ENTES PUBLICOS,0
2013,I,P,46301,TRANSFERENCIAS CORRIENTES DE MANCOMUNIDADES,140000
2013,I,P,47000,TRANSFERENCIAS DE EMPRESAS PRIVADAS,8000
2013,I,P,51801,Intereses de anticipos y prestamos al personal,5000
2013,I,P,52100,INTERESES DE DEPOSITOS,10000
2013,I,P,53410,DE SOC Y ENTIDADES NO DEPENDIENTES DE LAS ENTIDADES LOCALES.,0
2013,I,P,55000,Concesiones administrativas de contraprestación periódica,196700
2013,I,P,55001,Concesiones adtivas. contraprestación periódica (bares),4700
2013,I,P,55200,Concesiones y aprovechamientos. Derechos de superficie.,304000
2013,I,P,83000,REINTEGRO DE PAGAS ANTICIPADAS AL PERSONAL FUNCIONARIO,75000
2013,I,P,87000,PARA GASTOS GENERALES.,0
2013,I,P,91300,Préstamos recibidos a largo plazo,250000
