#Año,Tipo,Presupuesto,Concepto,Descripción,Crédito
2013,I,E,11200,IMPTO SOBRE BIENES INMUEBLES. BIENES INMUEB DE NAT RÚSTICA,371.44
2013,I,E,11300,Impto. sobre Bienes Inmuebles de Naturaleza Urbana,10100659.72
2013,I,E,11400,Impto. sobre Bienes Inmuebles Características Especiales,0
2013,I,E,11500,Impuesto sobre Vehículos de Tracción Mecánica,718359.78
2013,I,E,11600,Impuesto sobre incremento del valor de los terrenos,2529146.81
2013,I,E,13000,Impuesto sobre actividades económicas,1252954.21
2013,I,E,17100,RECARGO PROVINCIAL SOBRE I.A.E.,48.89
2013,I,E,29000,"Impuesto sobre Construcciones, Instalaciones y Obras",84054.87
2013,I,E,30001,Tasa servicio distribución agua urbanizaciones,0
2013,I,E,30200,Tasas por recogida de basuras y residuos sólidos urbanos,712359.33
2013,I,E,30900,Tasas concesiones cementerio municipal,0
2013,I,E,31199,OTROS SERVICIOS ASISTENCIALES,0
2013,I,E,31300,TASAS ENSEÑANZAS ESPECIALES Y ACTIVIDADES,251496.79
2013,I,E,31302,"TASAS PADEL, TENIS, FRONTENIS Y SQUASH",33654.6
2013,I,E,31303,TASAS CENSIÓN CANCHAS,0
2013,I,E,31304,TASAS CUOTAS ABONO INSTALACIONES,92209.25
2013,I,E,31305,TASAS PISCINA CUBIERTA,-28.01
2013,I,E,32100,Tasas por concesión de licencias urbanísticas,177415.92
2013,I,E,32200,Licencias de primera ocupación,196984.39
2013,I,E,32500,Tasa por expedición de documentos,10703.53
2013,I,E,32700,Licencias de apertura de establecimientos,36147.62
2013,I,E,32900,Tasa por apertura anual de piscinas de uso colectivo,26497.38
2013,I,E,33003,TASA POR VADOS Y RESERVAS EN LA VIA PUBLICA,0
2013,I,E,33100,Tasa de entrada de vehículos,-77
2013,I,E,33200,Tasa por utilizacion priv. o aprov. especial empresas sumin.,340533.11
2013,I,E,33400,Tasa por apertura de calas y zanjas,322.03
2013,I,E,33500,Tasa por ocupación de la vía pública con terrazas,39474.72
2013,I,E,33600,Tasa por o.v.p. con suspensión temporal del tráfico rodado,10142.75
2013,I,E,33700,Tasa por aprovechamiento del vuelo (grúas),0
2013,I,E,33800,Otros aprovechamientos especiales compensación Telefónica,84153.96
2013,I,E,33900,Otras tasas por ocupación de vía pública,26796.17
2013,I,E,33902,Tasas de retirada de vehículos (grúas),8414.48
2013,I,E,33903,Tasa por cesión de instalaciones en dominio público,18567
2013,I,E,33904,Tasas de o.v.p. con puestos y barracas,6194.66
2013,I,E,34200,Precios públicos. Escuela de Idiomas,416445.33
2013,I,E,34201,Precios públicos escuela infantil,325419.21
2013,I,E,34202,Precios públicos. Escuela de Música y Danza,331574.44
2013,I,E,34203,Precios públicos. Cursos y Actividades.,54684.79
2013,I,E,34300,Precios públicos por prestación de servicio en Deportes,139717.12
2013,I,E,34400,Precios públicos por asistencia a espectáculos,69052
2013,I,E,34900,Precios públicos por publicidad en Revista Municipal,45325.3
2013,I,E,34901,Precios públicos por casa de juventud,27616.7
2013,I,E,34902,Precios públicos por servicio de bodas,19195.96
2013,I,E,34903,Precios públicos libro de Torrelodones,0
2013,I,E,34904,Precios públicos por transporte escolar,58776.42
2013,I,E,34905,Precios públicos por gabinete psicológico,174.63
2013,I,E,34906,Precios públicos talleres Servicios Sociales,3078
2013,I,E,38000,REINTEGRO EJERCICIOS CERRADOS,0
2013,I,E,38900,REINTEGROS DE PRESUPUESTOS CERRADOS,34885.89
2013,I,E,39100,Multas por infracciones urbanísticas,6226.62
2013,I,E,39103,Sanciones medioambientales,59802
2013,I,E,39120,Multas por infracciones de la Ordenanza de Circulación.,92693
2013,I,E,39190,Otras multas y sanciones,38094
2013,I,E,39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA SIN REQUERIMI. PREVIO,48432.05
2013,I,E,39211,RECARGO DE APREMIO.,254804.58
2013,I,E,39300,INTERESES DE DEMORA,130900.72
2013,I,E,39800,Indemnizaciones de seguros de no vida,7795.65
2013,I,E,39901,Otros ingresos diversos,64615.08
2013,I,E,39902,Otros recargos. Costas.,52213.56
2013,I,E,39903,Otros ingresos. Recogida selectiva envases,115157.01
2013,I,E,39904,Otros ingresos. Fondo reposición arbolado,46473.99
2013,I,E,39905,OTROS INGRESOS DIVERDOS. RECOGIDAS RAEE,308.45
2013,I,E,42000,Participación en los tributos del Estado,4635995.36
2013,I,E,45000,Participación en los tributos de la Comunidad Autónoma,1014224.47
2013,I,E,45300,DE EMPRESAS PUBLICAS Y OTROS ENTES PUBLICOS,456
2013,I,E,46301,TRANSFERENCIAS CORRIENTES DE MANCOMUNIDADES,106277.5
2013,I,E,47000,TRANSFERENCIAS DE EMPRESAS PRIVADAS,7200
2013,I,E,51801,Intereses de anticipos y prestamos al personal,169.63
2013,I,E,52100,INTERESES DE DEPOSITOS,3081.07
2013,I,E,53410,DE SOC Y ENTIDADES NO DEPENDIENTES DE LAS ENTIDADES LOCALES.,131127.81
2013,I,E,55000,Concesiones administrativas de contraprestación periódica,210799.21
2013,I,E,55001,Concesiones adtivas. contraprestación periódica (bares),7616.03
2013,I,E,55200,Concesiones y aprovechamientos. Derechos de superficie.,284003.35
2013,I,E,83000,REINTEGRO DE PAGAS ANTICIPADAS AL PERSONAL FUNCIONARIO,69562.61
2013,I,E,87000,PARA GASTOS GENERALES.,0
2013,I,E,91300,Préstamos recibidos a largo plazo,0
